 r   202366
 r    50282
 r   366074
 r  1121530
 r   659446
 r  2011614
 r  1978140
 r  1098886
 r    53950
 r  1631198
 r   725874
 r   501830
 r  1308006
 r   242520
 r  1401992
 r  1994584
 r  1398358
 r   641658
 r   601476
 r  1108440
 r  1981268
 r   692270
 r  1833646
 r  1225818
 r   876802
 r  1868696
 r   418018
 r   871286
 r   490078
 r   821144
 r   521502
 r  2068278
 r  1515586
 r  1842764
 r   439290
 r  2045606
 r   864484
 r   201870
 r   940328
 r  1487694
 r  2072406
 r  1088880
 r  1058554
 r   492720
 r   799492
 r   548292
 r   302556
 r   654284
 r  1390394
 r   288664
 r   598994
 r   618140
 r   203422
 r  1385908
 r    72710
 r   646040
 r   327346
 r    46878
 r  1470002
 r   294192
 r   931666
 r   211604
 r  1637942
 r   511318
 r  1784376
 r   952854
 r  1905544
 r  1734900
 r   818812
 r   779868
 r    45242
 r  1491824
 r   478222
 r  1577560
 r   252672
 r   907822
 r  1702716
 r   581312
 r   971172
 r   432140
 r  1418290
 r   435582
 r   996750
 r  2046182
 r  1326708
 r  1258810
 r  1614018
 r   654608
 r  1323108
 r   240858
 r   339424
 r  1064160
 r  1691326
 r   313088
 r  1306530
 r  1174564
 r  1068064
 r  1611142
 r   710754
 r   167336
 r   497790
 r  1518856
 r  1413524
 r  1021616
 r  1487016
 r   999514
 r   377670
 r  1589888
 r  1793486
 r   240652
 r  1264548
 r  1398232
 r  1467642
 r  1077738
 r  1828472
 r  1200754
 r  1156754
 r   271488
 r   181414
 r  1284740
 r  1813974
 r   410256
 r  1184682
 r  1147972
 r   602214
 r  1147548
 r  1701156
 r  1891678
 r  1408442
 r  1674848
 r   976458
 r  1629822
 r  2055848
 r   405078
 r   825200
 r   102090
 r  1008868
 r  1402162
 r  1454984
 r   563046
 r  1092218
 r  1768294
 r  1185690
 r  1345262
 r  1540438
 r    96928
 r   981584
 r   165122
 r  1807034
 r   596292
 r  2032494
 r   456118
 r  1863372
 r   529916
 r  1954644
 r   560412
 r  1936390
 r   656166
 r   653948
 r   611010
 r   669382
 r  1213024
 r   581888
 r  1840440
 r  1306814
 r  1634308
 r   433684
 r   904576
 r  1032322
 r   720548
 r  1359752
 r  1995422
 r  1798400
 r   869010
 r   753988
 r   376082
 r  1655042
 r  1682780
 r   554198
 r  1104470
 r  1180332
 r    96586
 r   923868
 r   200800
 r  1354498
 r   591072
 r   516250
 r  1397030
 r  1462624
 r   925282
 r   273258
 r  1490452
 r  1056514
 r   180042
 r  1649734
 r   859030
 r   274044
 r   931792
 r   180542
 r  1225874
 r  1596226
 r  1034860
 r   113412
 r  1682922
 r  1671456
 r  1750860
 r  2036838
 r   543232
 r  1780672
 r  1685472
 r   498120
 r  1842222
 r  1357352
 r   846414
 r   983216
 r   568392
 r   383546
 r   634108
 r  1044286
 r  1509924
 r  1224756
 r  1960460
 r   586670
 r   413968
 r   400946
 r   676570
 r  2091992
 r   727894
 r  1095590
 r   461692
 r    56494
 r  1140158
 r   625892
 r   247372
 r  1915328
 r  1696524
 r   846488
 r   249688
 r   859324
 r  1851260
 r  1902928
 r    34796
 r   912618
 r   349256
 r   273646
 r   741908
 r   194218
 r  1592108
 r   996404
 r   650256
 r  1504000
 r   930262
 r  1316930
 r  1588198
 r  1605384
 r  1506680
 r   842770
 r   559826
 r  1901430
 r  1506876
 r  1731576
 r   241866
 r   101410
 r   606920
 r   224550
 r   503812
 r   462714
 r  2091968
 r  1342764
 r   508018
 r  1385992
 r    94018
 r    24946
 r  1002304
 r  1716728
 r   740456
 r  2074300
 r  1922648
 r   587402
 r  1093324
 r  1126576
 r   614364
 r  1810336
 r  1737214
 r  1685834
 r  1976752
 r  1161526
 r   587020
 r   245860
 r  2061552
 r  1087204
 r  1011206
 r  2091828
 r   241014
 r   306012
 r  1731950
 r   349132
 r  1738068
 r  2052080
 r   713160
 r  1067160
 r   491612
 r  1604618
 r  1567508
 r   228324
 r   356252
 r   847028
 r   953932
 r   467798
 r   220380
 r    80912
 r  1235174
 r   722798
 r   517664
 r  2025694
 r  1897558
 r   230156
 r  1018154
 r  1396220
 r  1812876
 r   717544
 r   843512
 r  1739232
 r  1430642
 r   136474
 r   476994
 r   677404
 r   345966
 r  1038482
 r  1901562
 r   380644
 r  1777380
 r     7326
 r   181462
 r  1387138
 r  2065584
 r   450666
 r   139966
 r   418014
 r  1041330
 r  1827448
 r  1805152
 r   770812
 r  1936188
 r  1945646
 r   367772
 r    33402
 r  1295012
 r  1156424
 r   815124
 r   239894
 r  1068216
 r   187230
 r  1169064
 r  1769512
 r   613186
 r     2410
 r   885742
 r  1206308
 r   619146
 r   152378
 r   960954
 r  1744920
 r  1129682
 r   297214
 r  1639328
 r   851248
 r  1658330
 r   710336
 r   447082
 r   365110
 r   939612
 r  1860582
 r   542626
 r   608012
 r  1230736
 r   582320
 r   221454
 r    57396
 r    26278
 r   298940
 r  1356846
 r  1865286
 r   446544
 r   696710
 r   895422
 r  1170814
 r   683062
 r  1779684
 r  1550648
 r  1867054
 r   413826
 r  1923972
 r  1029200
 r  1972040
 r   824662
 r  1957240
 r   717432
 r  2031572
 r   268368
 r   976552
 r  1223772
 r   771196
 r   634890
 r   616284
 r   505702
 r  1590276
 r  1101726
 r   792242
 r    20794
 r  2045386
 r   137756
 r  1831466
 r   551736
 r  2040142
 r  1959442
 r   175392
 r   124414
 r  2016676
 r  1585422
 r  1183814
 r   343268
 r   618752
 r  1901334
 r    51504
 r     8576
 r  1034292
 r   868908
 r   698828
 r  1574690
 r   720428
 r    30160
 r  1267684
 r   400984
 r  1571694
 r   195196
 r   191644
 r  1753194
 r  1734048
 r  1582376
 r   492534
 r  1886940
 r  1865472
 r  1693380
 r  1522772
 r   486128
 r   841194
 r  1507266
 r   763370
 r   842020
 r   138326
 r  1315722
 r   369236
 r  1410222
 r  1597272
 r   879622
 r   832510
 r    12038
 r  1017504
 r  1252632
 r   835002
 r    63322
 r  1147900
 r   899102
 r  1585712
 r    87578
 r   686800
 r  1671026
 r   537446
 r    67692
 r   972706
 r   559596
 r  1811006
 r  1600438
 r  1529746
 r   448096
 r  1514998
 r  1132826
 r   327642
 r  1101596
 r   324520
 r   987378
 r  1836374
 r  1916266
 r  1441226
 r   624218
 r   631798
 r  1486098
 r    62382
 r  1039012
 r  1992266
 r  2015190
 r   174336
 r   309476
 r  1203456
 r   815350
 r  1949004
 r   213348
 r   214622
 r   837804
 r  1751928
 r  1799470
 r  1385930
 r   229294
 r   534854
 r  1249672
 r  1100610
 r   561840
 r  1771218
 r   449394
 r   445154
 r   804322
 r   933398
 r   580392
 r   812130
 r  1284206
 r   131690
 r    67492
 r  1923736
 r  1681402
 r  1941502
 r   942618
 r  1784562
 r  1016872
 r   834402
 r   262524
 r   890106
 r  1896986
 r   196860
 r   822774
 r   172506
 r  1974248
 r  1623190
 r   535664
 r   941016
 r   444460
 r   823504
 r   875026
 r   558544
 r    17780
 r   239272
 r   505786
 r  1254080
 r   595412
 r   552182
 r  1721734
 r  1236286
 r  1560148
 r   708596
 r  1838670
 r  1269504
 r  1474172
 r   135346
 r  1852200
 r   399446
 r   361422
 r   754844
 r  2016996
 r   260010
 r  1985866
 r   607486
 r  1943952
 r   561414
 r   823018
 r   249468
 r   562162
 r  1652108
 r  1303844
 r   659612
 r   467732
 r  2063100
 r   845932
 r  1109302
 r  1323954
 r   668466
 r   503986
 r  1189898
 r   171466
 r  1037224
 r   575712
 r  1033768
 r  1728536
 r   773358
 r   758364
 r  1039750
 r  1686412
 r  2085432
 r    71816
 r  2020464
 r  1359580
 r  1282256
 r  1135686
 r  1020176
 r  1425904
 r  1365918
 r  1597294
 r  1775854
 r  1888628
 r  1519268
 r   661592
 r  2072680
 r     2636
 r  1334916
 r   996696
 r   133696
 r   812314
 r   780282
 r   477244
 r   874252
 r   192952
 r   224094
 r   471502
 r  1115334
 r  1835714
 r   426020
 r  1738070
 r   384572
 r   444682
 r   523352
 r   154646
 r   408222
 r   417572
 r  1977388
 r  1415374
 r  1486070
 r  1393882
 r   489828
 r   105270
 r  2007976
 r   281270
 r   459492
 r   648074
 r   915448
 r  1633662
 r   468012
 r   435704
 r  1568130
 r   991664
 r  1535194
 r   544306
 r  1581506
 r  1675020
 r   854052
 r  1274592
 r  1010574
 r    80906
 r   267356
 r   211244
 r   240276
 r   174430
 r  1993334
 r   567350
 r   132838
 r  1269114
 r   218492
 r   748704
 r  1941612
 r  1859594
 r    14870
 r   527362
 r   962156
 r  2008440
 r   634376
 r  1214582
 r  1281802
 r  1108582
 r  1638322
 r  1307658
 r  1164992
 r  1965880
 r   863630
 r   717906
 r  1273834
 r   557962
 r   871862
 r   832982
 r   596542
 r   594356
 r   255324
 r   315294
 r   662094
 r   940620
 r   176210
 r  1316524
 r  1231112
 r  1781666
 r   153732
 r  1204608
 r   340788
 r   688450
 r  2071928
 r   801682
 r   735482
 r   837496
 r  1993682
 r   329950
 r  1219932
 r   515782
 r   582868
 r  1448274
 r  1050038
 r  1561456
 r   906712
 r   961632
 r  2058564
 r   957678
 r   237526
 r  1270896
 r  2093210
 r  1395068
 r   364258
 r  2075244
 r  1623338
 r   596368
 r  1417644
 r   327988
 r  1528002
 r  2001752
 r  1818880
 r   706858
 r   879886
 r    54852
 r   354118
 r   914342
 r  1278738
 r   939642
 r   374786
 r    75392
 r   629424
 r  1992800
 r  1476436
 r   905100
 r  1268262
 r  1881110
 r  1626488
 r  1288216
 r  1799566
 r   813306
 r  1057348
 r   469102
 r  1216094
 r   289062
 r   683182
 r  1338198
 r  1049320
 r  1271020
 r  1528388
 r  1802642
 r  1060312
 r  1959520
 r  1039028
 r  1357152
 r  1414586
 r  1952972
 r  1121092
 r   835070
 r   560244
 r   211002
 r  2051672
 r   418592
 r  1621702
 r  1336560
 r   219890
 r  1773690
 r  1717200
 r   915180
 r   904236
 r  1726780
 r   507018
 r    46446
 r  1292480
 r   584590
 r   152396
 r  1488494
 r  1088126
